"facility_id","address","matched","quality","matched address","lat-lon","tiger_line_id","side_of_street"
"374602316","11075 POLARIS DRIVE, SAN DIEGO, CA, 92126","Match","Exact","11075 POLARIS DR, SAN DIEGO, CA, 92126","-117.131134,32.92178","195689589","R"
"374601811","10264 AMBASSADOR AVE, SAN DIEGO, CA, 92126","Match","Exact","10264 AMBASSADOR AVE, SAN DIEGO, CA, 92126","-117.14726,32.90489","195301149","L"
"374602597","6045 REO PLACE, SAN DIEGO, CA, 92139","Match","Exact","6045 REO PL, SAN DIEGO, CA, 92139","-117.060196,32.669918","195353754","R"
"370804866","1924 REO DRIVE, SAN DIEGO, CA, 92139","Match","Exact","1924 REO DR, SAN DIEGO, CA, 92139","-117.0703,32.680885","195352788","R"
"374603318","11423 WESTONHILL DRIVE, SAN DIEGO, CA, 92126","Match","Exact","11423 WESTONHILL DR, SAN DIEGO, CA, 92126","-117.13561,32.93193","195318234","R"
"374602062","7541 MILKY WAY POINT, SAN DIEGO, CA, 92120","Match","Exact","7541 MILKY WAY PT, SAN DIEGO, CA, 92120","-117.06372,32.803898","195374668","L"
"374602061","6667 WANDERMERE CT, SAN DIEGO, CA, 92120","Match","Exact","6667 WANDERMERE CT, SAN DIEGO, CA, 92120","-117.05269,32.795444","195323315","L"
"374603063","410 SOUTH 58TH STREET, SAN DIEGO, CA, 92114","Match","Exact","410 S 58TH ST, SAN DIEGO, CA, 92114","-117.07326,32.70072","195352280","R"
"370800558","2635 SECOND AVE, SAN DIEGO, CA, 92103","Match","Exact","2635 2ND AVE, SAN DIEGO, CA, 92103","-117.16303,32.73281","195343164","R"
"374602807","3476 IDLEWILD WAY, SAN DIEGO, CA, 92117","Match","Exact","3476 IDLEWILD WAY, SAN DIEGO, CA, 92117","-117.21206,32.8265","195302513","L"
"374603755","8554 CAPRICORN WAY, SAN DIEGO, CA, 92126","Match","Exact","8554 CAPRICORN WAY, SAN DIEGO, CA, 92126","-117.13935,32.924107","195318267","L"
"374603180","4075 54TH STREET, SAN DIEGO, CA, 92105","Match","Exact","4075 54TH ST, SAN DIEGO, CA, 92105","-117.079414,32.750008","627884053","R"
"374602806","6811 FUJI STREET, SAN DIEGO, CA, 92139","Match","Exact","6811 FUJI ST, SAN DIEGO, CA, 92139","-117.04665,32.684788","195353855","R"
"374603183","810 TURQUOISE STREET, SAN DIEGO, CA, 92109","Match","Exact","810 TURQUOISE ST, SAN DIEGO, CA, 92109","-117.25884,32.80872","195299334","L"
"374601985","6915 GLENFLORA AVE, SAN DIEGO, CA, 92119","Match","Exact","6915 GLENFLORA AVE, SAN DIEGO, CA, 92119","-117.04619,32.80064","195323345","R"
"374601408","8506 MIGUEL VISTA PLACE, SAN DIEGO, CA, 92114","Match","Exact","8506 MIGUEL VISTA PL, SAN DIEGO, CA, 92114","-117.021645,32.70209","195361313","L"
"374602801","13101 HARTFIELD AVE, SAN DIEGO, CA, 92130","Match","Exact","13101 HARTFIELD AVE, SAN DIEGO, CA, 92130","-117.2304,32.956764","195657571","R"
"374603289","3219 CANON STREET, SAN DIEGO, CA, 92106","Match","Exact","3219 CANON ST, SAN DIEGO, CA, 92106","-117.234344,32.72319","195340338","L"
"374603750","14740 VIA FIESTA, SAN DIEGO, CA, 92127","No_Match",,,,,
"374603283","10566 GABACHO DRIVE, SAN DIEGO, CA, 92124","Match","Exact","10566 GABACHO DR, SAN DIEGO, CA, 92124","-117.10106,32.831284","195321078","L"
"374603284","7141 BULLOCK DRIVE, SAN DIEGO, CA, 92114","Match","Exact","7141 BULLOCK DR, SAN DIEGO, CA, 92114","-117.04232,32.697296","195654893","R"
"370804527","3993 CASEMAN STREET, SAN DIEGO, CA, 92154","Match","Non_Exact","3993 CASEMAN AVE, SAN DIEGO, CA, 92154","-117.048515,32.57809","195358856","R"
"374600129","8933 BOGATA CR., SAN DIEGO, CA, 92126","Match","Exact","8933 BOGATA CIR, SAN DIEGO, CA, 92126","-117.13215,32.915062","195318949","R"
"374602415","10136 ZAPATA AVENUE, SAN DIEGO, CA, 92126","Match","Exact","10136 ZAPATA AVE, SAN DIEGO, CA, 92126","-117.15082,32.923805","195300689","L"
"374603486","10003 KIBLER DRIVE, SAN DIEGO, CA, 92126","Match","Exact","10003 KIBLER DR, SAN DIEGO, CA, 92126","-117.15347,32.89988","195301099","R"
"374603383","8323 LAKE GABY AVE, SAN DIEGO, CA, 92119","Match","Exact","8323 LAKE GABY AVE, SAN DIEGO, CA, 92119","-117.017204,32.80218","612879210","R"
"374603382","7027 COWLES MOUNTAIN BLVD, SAN DIEGO, CA, 92119","Match","Exact","7027 COWLES MOUNTAIN BLVD, SAN DIEGO, CA, 92119","-117.01934,32.810238","195325339","R"
"374601402","810 TURQUOISE STREET, SAN DIEGO, CA, 92109","Match","Exact","810 TURQUOISE ST, SAN DIEGO, CA, 92109","-117.25884,32.80872","195299334","L"
"374603384","8304 LAKE GABY, SAN DIEGO, CA, 92119","Match","Non_Exact","8304 LAKE GABY AVE, SAN DIEGO, CA, 92119","-117.01747,32.802204","612879210","L"
"374601971","10961 SAN BLAS CIR, SAN DIEGO, CA, 92126","Match","Exact","10961 SAN BLAS CIR, SAN DIEGO, CA, 92126","-117.133255,32.919006","195318914","R"
"374601676","6778 ANTON LANE, SAN DIEGO, CA, 92114","Match","Exact","6778 ANTON LN, SAN DIEGO, CA, 92114","-117.05126,32.697193","195414759","L"
"374603279","13075 EVENING CREEK DR SOUTH, SAN DIEGO, CA, 92128","Match","Non_Exact","13075 EVENING CREEK DR, SAN DIEGO, CA, 92128","-117.09776,32.9531","195657701","R"
"374603761","146 WEDGEWOOD DRIVE, SAN DIEGO, CA, 92114","Match","Exact","146 WEDGEWOOD DR, SAN DIEGO, CA, 92114","-117.02609,32.702896","195361145","R"
"374602814","4520 PACIFIC RIVIERA WAY, SAN DIEGO, CA, 92154","Match","Exact","4520 PACIFIC RIVIERA WAY, SAN DIEGO, CA, 92154","-117.036476,32.569496","612878322","L"
"374603763","12927 GUACAMAYO CT, SAN DIEGO, CA, 92128","Match","Exact","12927 GUACAMAYO CT, SAN DIEGO, CA, 92128","-117.053,33.043514","195315736","R"
"374601775","2555 HOPKINS ST, SAN DIEGO, CA, 92139","Match","Exact","2555 HOPKINS ST, SAN DIEGO, CA, 92139","-117.066444,32.670246","195353672","L"
"374603274","2567 2ND AVE, SAN DIEGO, CA, 92103","Match","Exact","2567 2ND AVE, SAN DIEGO, CA, 92103","-117.163025,32.73205","195343176","R"
"374603079","14638 OLD CREEK ROAD, SAN DIEGO, CA, 92131","Match","Non_Exact","14638 OLD CREEK RD, SAN DIEGO, CA, 92145","-117.026306,32.92555","612879190","L"
"374603178","2650 TEAL PLACE, SAN DIEGO, CA, 92123","Match","Exact","2650 TEAL PL, SAN DIEGO, CA, 92123","-117.15829,32.790367","195306735","L"
"374603273","3535 FENELON STREET, SAN DIEGO, CA, 92106","Match","Exact","3535 FENELON ST, SAN DIEGO, CA, 92106","-117.234566,32.72829","195340314","L"
"374603271","8904 REVELSTOKE WAY, SAN DIEGO, CA, 92126","Match","Exact","8904 REVELSTOKE WAY, SAN DIEGO, CA, 92126","-117.130936,32.932777","195318323","L"
"374603470","9431 REAGAN RD, SAN DIEGO, CA, 92126","Match","Exact","9431 REAGAN RD, SAN DIEGO, CA, 92126","-117.14942,32.916084","195300983","R"
"374603560","12979 RANCHO PENASQUITOS BLVD, SAN DIEGO, CA, 92129","Match","Exact","12979 RANCHO PENASQUITOS BLVD, SAN DIEGO, CA, 92129","-117.108215,32.953","611645665","R"
"374603563","8554 CAPRICORN WAY, SAN DIEGO, CA, 92126","Match","Exact","8554 CAPRICORN WAY, SAN DIEGO, CA, 92126","-117.13935,32.924107","195318267","L"
"374603162","6207 ACORN STREET, SAN DIEGO, CA, 92115","Match","Exact","6207 ACORN ST, SAN DIEGO, CA, 92115","-117.0643,32.76043","195351032","R"
"374603163","6217 ACORN STREET, SAN DIEGO, CA, 92115","Match","Exact","6217 ACORN ST, SAN DIEGO, CA, 92115","-117.06398,32.760555","612877282","R"
"374601661","10911 NEW SALEM COURT, SAN DIEGO, CA, 92126","Match","Exact","10911 NEW SALEM CT, SAN DIEGO, CA, 92126","-117.15311,32.916267","195300912","R"
"374600800","2404 LORING STREET, SAN DIEGO, CA, 92109","Match","Exact","2404 LORING ST, SAN DIEGO, CA, 92109","-117.22798,32.811554","195303131","L"
"374603877","1332 LEAF TERRACE, SAN DIEGO, CA, 92114","Match","Exact","1332 LEAF TER, SAN DIEGO, CA, 92114","-117.06418,32.69616","195353115","R"
"374603873","165 PALAWAN WAY, SAN DIEGO, CA, 92114","Match","Exact","165 PALAWAN WAY, SAN DIEGO, CA, 92114","-117.043976,32.699284","195654892","L"
"374603167","3474 ANGWIN DRIVE, SAN DIEGO, CA, 92123","Match","Exact","3474 ANGWIN DR, SAN DIEGO, CA, 92123","-117.12652,32.805214","195321361","L"
"374600803","656 VALENCIA PARKWAY, SAN DIEGO, CA, 92114","Match","Exact","656 VALENCIA PKWY, SAN DIEGO, CA, 92114","-117.07007,32.698204","195352307","R"
"374603368","8333 LAKE GABY AVE, SAN DIEGO, CA, 92119","Match","Exact","8333 LAKE GABY AVE, SAN DIEGO, CA, 92119","-117.01705,32.802174","612879210","R"
"374603677","2189 CROWNHILL ROAD, SAN DIEGO, CA, 92109","No_Match",,,,,
"374603366","356 BRAUN AVE, SAN DIEGO, CA, 92114","Match","Exact","356 BRAUN AVE, SAN DIEGO, CA, 92114","-117.021164,32.70819","195361215","L"
"374603576","3941 LIGGETT DRIVE, SAN DIEGO, CA, 92106","Match","Exact","3941 LIGGETT DR, SAN DIEGO, CA, 92106","-117.24181,32.72851","195339873","L"
"374601285","1039 SANTA BARBARA STREET, SAN DIEGO, CA, 92107","Match","Exact","1039 SANTA BARBARA ST, SAN DIEGO, CA, 92107","-117.246376,32.72522","612857301","R"
"374603782","10393 GOLD COAST PL, SAN DIEGO, CA, 92126","Match","Exact","10393 GOLD COAST PL, SAN DIEGO, CA, 92126","-117.13212,32.90652","195319065","R"
"374600919","415 S. SIENA STREET, SAN DIEGO, CA, 92114","Match","Exact","415 S SIENA ST, SAN DIEGO, CA, 92114","-117.0425,32.69915","195374229","L"
"374601991","16004 CAYENNE RIDGE RD, SAN DIEGO, CA, 92127","Match","Exact","16004 CAYENNE RIDGE RD, SAN DIEGO, CA, 92127","-117.10217,33.00457","612873002","L"
"374603151","2567 2ND AVENUE, SAN DIEGO, CA, 92103","Match","Exact","2567 2ND AVE, SAN DIEGO, CA, 92103","-117.163025,32.73205","195343176","R"
"374600511","4224 EMET COURT, SAN DIEGO, CA, 92117","Match","Exact","4224 EMET CT, SAN DIEGO, CA, 92117","-117.201004,32.815968","195303856","L"
"374600916","10251 TRAILS END CIRCLE, SAN DIEGO, CA, 92126","No_Match",,,,,
"374603786","17737 HUNTERS RIDGE ROAD, SAN DIEGO, CA, 92127","Match","Exact","17737 HUNTERS RIDGE RD, SAN DIEGO, CA, 92127","-117.11312,33.03755","612896875","R"
"374601793","3271 INNUIT AVE, SAN DIEGO, CA, 92117","Match","Exact","3271 INNUIT AVE, SAN DIEGO, CA, 92117","-117.21687,32.824066","195302470","R"
"374603886","3125 OCCIDENTAL STREET, SAN DIEGO, CA, 92122","Match","Exact","3125 OCCIDENTAL ST, SAN DIEGO, CA, 92122","-117.21616,32.84418","195302361","R"
"374603290","9431 REAGAN ROAD, SAN DIEGO, CA, 92126","Match","Exact","9431 REAGAN RD, SAN DIEGO, CA, 92126","-117.14942,32.916084","195300983","R"
"374603297","4949 MOUNT LONGS, SAN DIEGO, CA, 92117","Match","Non_Exact","4949 MOUNT LONGS DR, SAN DIEGO, CA, 92117","-117.18785,32.825726","195304803","R"
"374603884","4929 MOUNT LONGS, SAN DIEGO, CA, 92117","Match","Non_Exact","4929 MOUNT LONGS DR, SAN DIEGO, CA, 92117","-117.18798,32.825787","195304803","R"
"374603580","13101 HARTFIELD AVENUE, SAN DIEGO, CA, 92130","Match","Exact","13101 HARTFIELD AVE, SAN DIEGO, CA, 92130","-117.2304,32.956764","195657571","R"
"374600294","2690 COWLEY WAY, SAN DIEGO, CA, 92110","Match","Exact","2690 COWLEY WAY, SAN DIEGO, CA, 92110","-117.1905,32.790546","195305746","L"
"374603493","3664 GOVERNOR DRIVE, SAN DIEGO, CA, 92122","Match","Exact","3664 GOVERNOR DR, SAN DIEGO, CA, 92122","-117.2086,32.852966","195302207","L"
"374603584","2440 GRAND AVENUE, SAN DIEGO, CA, 92109","Match","Exact","2440 GRAND AVE, SAN DIEGO, CA, 92109","-117.2252,32.801186","195303309","L"
"372000400","6333 RANCHO MISSION ROAD, SAN DIEGO, CA, 92108","Match","Exact","6333 RANCHO MISSION RD, SAN DIEGO, CA, 92108","-117.108154,32.78732","611135454","R"
"374600295","5289 LODI STREET, SAN DIEGO, CA, 92117","Match","Exact","5289 LODI ST, SAN DIEGO, CA, 92117","-117.2006,32.841602","195302614","R"
"374600165","11279 WESTONHILL DRIVE, SAN DIEGO, CA, 92126","Match","Exact","11279 WESTONHILL DR, SAN DIEGO, CA, 92126","-117.13565,32.92856","195318249","R"
"374602679","10197 SPRING MANOR COURT, SAN DIEGO, CA, 92126","Match","Exact","10197 SPRING MANOR CT, SAN DIEGO, CA, 92126","-117.13475,32.90326","195318903","R"
"374600169","3941 LIGGETT DRIVE, SAN DIEGO, CA, 92106","Match","Exact","3941 LIGGETT DR, SAN DIEGO, CA, 92106","-117.24181,32.72851","195339873","L"
"374602117","6344 JOUGLARD ST, SAN DIEGO, CA, 92114","Match","Exact","6344 JOUGLARD ST, SAN DIEGO, CA, 92114","-117.060486,32.690002","195353563","L"
"372004894","11085 ZAGALA COURT, SAN DIEGO, CA, 92124","Match","Exact","11085 ZAGALA CT, SAN DIEGO, CA, 92124","-117.0858,32.823154","195322348","R"
"374600269","7027 COWLES MOUNTAIN BLVD., SAN DIEGO, CA, 92119","Match","Exact","7027 COWLES MOUNTAIN BLVD, SAN DIEGO, CA, 92119","-117.01934,32.810238","195325339","R"
"374601647","3522 MERCER LANE, SAN DIEGO, CA, 92122","Match","Exact","3522 MERCER LN, SAN DIEGO, CA, 92122","-117.21102,32.856518","195302178","L"
"374601648","7867 LAKE ANDRITA AVENUE, SAN DIEGO, CA, 92119","Match","Exact","7867 LAKE ANDRITA AVE, SAN DIEGO, CA, 92119","-117.02837,32.796326","195325383","R"
"374600263","8323 LAKE GABY AVENUE, SAN DIEGO, CA, 92119","Match","Exact","8323 LAKE GABY AVE, SAN DIEGO, CA, 92119","-117.017204,32.80218","612879210","R"
"374602000","4745 CALLE DE VIDA, SAN DIEGO, CA, 92124","Match","Non_Exact","4745 CLL DE VIDA, SAN DIEGO, CA, 92124","-117.0813,32.824257","195322366","R"
"374603135","8243 HYDRA LANE, SAN DIEGO, CA, 92126","Match","Exact","8243 HYDRA LN, SAN DIEGO, CA, 92126","-117.145905,32.920345","195698413","R"
"374603138","6425 HIGH KNOLL ROAD, SAN DIEGO, CA, 92111","Match","Exact","6425 HIGH KNOLL RD, SAN DIEGO, CA, 92111","-117.17911,32.796875","195305613","R"
"374600488","18655 WEST BERNARDO DRIVE, SAN DIEGO, CA, 92127","Match","Exact","18655 W BERNARDO DR, SAN DIEGO, CA, 92127","-117.0745,33.049618","195731800","R"
"374600732","3427 BEAGLE PLACE, SAN DIEGO, CA, 92111","Match","Exact","3427 BEAGLE PL, SAN DIEGO, CA, 92111","-117.167625,32.808228","195306173","R"
"374601438","7232 GLENFLORA AVENUE, SAN DIEGO, CA, 92119","Match","Exact","7232 GLENFLORA AVE, SAN DIEGO, CA, 92119","-117.04085,32.798477","195325259","L"
"374602504","4615 SAUK AVE, SAN DIEGO, CA, 92117","Match","Exact","4615 SAUK AVE, SAN DIEGO, CA, 92117","-117.192825,32.832104","195691569","R"
"374600735","5219 CLAIREMONT MESA BLVD., SAN DIEGO, CA, 92117","Match","Exact","5219 CLAIREMONT MESA BLVD, SAN DIEGO, CA, 92117","-117.17825,32.83439","195304935","R"
"374601632","116 LAUSANNE DRIVE, SAN DIEGO, CA, 92114","Match","Exact","116 LAUSANNE DR, SAN DIEGO, CA, 92114","-117.04032,32.704304","195360925","L"
"374602278","4750 LEATHERS ST, SAN DIEGO, CA, 92117","Match","Exact","4750 LEATHERS ST, SAN DIEGO, CA, 92117","-117.22611,32.83253","195301794","L"
"374603529","2337 CAMINO DEL RIO SOUTH, SAN DIEGO, CA, 92108","No_Match",,,,,
"372004880","10658 KEMERTON ROAD, SAN DIEGO, CA, 92126","Match","Exact","10658 KEMERTON RD, SAN DIEGO, CA, 92126","-117.16848,32.910675","195659546","L"
"374602275","4905 WYCONDA LN, SAN DIEGO, CA, 92113","Match","Exact","4905 WYCONDA LN, SAN DIEGO, CA, 92113","-117.089584,32.69264","195352011","R"
"374603232","14993 DEL DIABLO LANE, SAN DIEGO, CA, 92129","Match","Exact","14993 DEL DIABLO LN, SAN DIEGO, CA, 92129","-117.09002,32.987156","195316131","R"
"374600276","5581 CHATTANOOGA, SAN DIEGO, CA, 92139","No_Match",,,,,
"374601435","3739 MILLIKIN AVE, SAN DIEGO, CA, 92122","Match","Exact","3739 MILLIKIN AVE, SAN DIEGO, CA, 92122","-117.20769,32.854576","195302204","R"
"374603520","5723 BOUNTY STREET, SAN DIEGO, CA, 92120","Match","Exact","5723 BOUNTY ST, SAN DIEGO, CA, 92120","-117.07293,32.79157","195322896","R"
"374603660","3219 CANON STREET, SAN DIEGO, CA, 92106","Match","Exact","3219 CANON ST, SAN DIEGO, CA, 92106","-117.234344,32.72319","195340338","L"
"374600272","3990 COLDWELL LANE, SAN DIEGO, CA, 92154","Match","Exact","3990 COLDWELL LN, SAN DIEGO, CA, 92154","-117.048065,32.58089","195358872","L"
"372004744","5332 MT. BURNHAM DRIVE, SAN DIEGO, CA, 92111","Match","Exact","5332 MOUNT BURNHAM DR, SAN DIEGO, CA, 92111","-117.18619,32.80458","195662945","L"
"374600372","4171 CAMINO DEL RIO SOUTH, SAN DIEGO, CA, 92108","No_Match",,,,,
"374602915","7192 TERRA COTTA, SAN DIEGO, CA, 92114","Match","Non_Exact","7192 TERRA COTTA RD, SAN DIEGO, CA, 92114","-117.04039,32.701458","195378116","L"
"374600845","2921 MURAT STREET, SAN DIEGO, CA, 92117","Match","Exact","2921 MURAT ST, SAN DIEGO, CA, 92117","-117.223976,32.832016","195301807","R"
"374603129","10003 KIBLER DRIVE, SAN DIEGO, CA, 92126","Match","Exact","10003 KIBLER DR, SAN DIEGO, CA, 92126","-117.15347,32.89988","195301099","R"
"374603261","5332 MT BURNHAM DRIVE, SAN DIEGO, CA, 92111","Match","Exact","5332 MOUNT BURNHAM DR, SAN DIEGO, CA, 92111","-117.18619,32.80458","195662945","L"
"374603125","8292 RUN OF THE KNOLLS, SAN DIEGO, CA, 92127","Match","Exact","8292 RUN OF THE KNOLLS, SAN DIEGO, CA, 92127","-117.14105,32.995857","635494159","L"
"370804407","2360 ALBATROSS ST., SAN DIEGO, CA, 92101","Match","Exact","2360 ALBATROSS ST, SAN DIEGO, CA, 92101","-117.16575,32.72989","195343080","L"
"374601421","2562 MOONSTONE DRIVE, SAN DIEGO, CA, 92123","Match","Exact","2562 MOONSTONE DR, SAN DIEGO, CA, 92123","-117.123985,32.790775","195321621","L"
"374601423","6640 PARADISE CRESTVIEW WAY, SAN DIEGO, CA, 92114","Match","Non_Exact","6640 PARADISE CREST VIEW WAY, SAN DIEGO, CA, 92114","-117.05359,32.6921","195353430","L"
"374603530","2335 CAMINO DEL RIO SOUTH, SAN DIEGO, CA, 92108","No_Match",,,,,
"374600245","2875 MORNINGSIDE STREET, SAN DIEGO, CA, 92139","Match","Exact","2875 MORNINGSIDE ST, SAN DIEGO, CA, 92139","-117.06377,32.668396","195353743","L"
"374602530","8801 STANWELL STREET, SAN DIEGO, CA, 92126","Match","Exact","8801 STANWELL ST, SAN DIEGO, CA, 92126","-117.1343,32.912098","195318806","R"
"374602692","14993 DEL DIABLO LANE, SAN DIEGO, CA, 92129","Match","Exact","14993 DEL DIABLO LN, SAN DIEGO, CA, 92129","-117.09002,32.987156","195316131","R"
"374601104","8702 TOMMY DRIVE, SAN DIEGO, CA, 92119","Match","Exact","8702 TOMMY DR, SAN DIEGO, CA, 92119","-117.00954,32.804718","195326071","L"
"374602633","12979 RANCHO PENASQUITOS BLVD, SAN DIEGO, CA, 92129","Match","Exact","12979 RANCHO PENASQUITOS BLVD, SAN DIEGO, CA, 92129","-117.108215,32.953","611645665","R"
"374602930","7142 BOBHIRD, SAN DIEGO, CA, 92119","Match","Non_Exact","7142 BOBHIRD DR, SAN DIEGO, CA, 92119","-117.0139,32.81173","195325953","L"
"374601895","12946 AMARANTH ST, SAN DIEGO, CA, 92129","Match","Exact","12946 AMARANTH ST, SAN DIEGO, CA, 92129","-117.13103,32.951324","195318115","L"
"374603114","17067 COYOTE BUSH DRIVE, SAN DIEGO, CA, 92127","Match","Exact","17067 COYOTE BUSH DR, SAN DIEGO, CA, 92127","-117.1293,33.02533","195725072","R"
"374603112","4626 TWAIN AVE, SAN DIEGO, CA, 92120","Match","Exact","4626 TWAIN AVE, SAN DIEGO, CA, 92120","-117.0952,32.784985","195322732","L"
"374602294","6530 BOON LAKE AVE, SAN DIEGO, CA, 92119","Match","Exact","6530 BOON LAKE, SAN DIEGO, CA, 92119","-117.02518,32.801052","195325379","L"
"374600192","9012 TICKET STREET, SAN DIEGO, CA, 92126","Match","Exact","9012 TICKET ST, SAN DIEGO, CA, 92126","-117.128815,32.914234","195318997","L"
"374601239","4670 TWAIN AVENUE, SAN DIEGO, CA, 92120","Match","Exact","4670 TWAIN AVE, SAN DIEGO, CA, 92120","-117.09447,32.784977","195322734","L"
"374600190","10258 THANKSGIVING LANE, SAN DIEGO, CA, 92126","Match","Exact","10258 THANKSGIVING LN, SAN DIEGO, CA, 92126","-117.1279,32.90398","195319113","L"
"374601032","4735 CALLE DE VIDA, SAN DIEGO, CA, 92124","Match","Non_Exact","4735 CLL DE VIDA, SAN DIEGO, CA, 92124","-117.08156,32.824352","195322366","R"
"374602527","3141 DRISCOLL DRIVE, SAN DIEGO, CA, 92117","Match","Exact","3141 DRISCOLL DR, SAN DIEGO, CA, 92117","-117.215904,32.81934","195302529","R"
"374603395","810 TURQUOISE ST, SAN DIEGO, CA, 92109","Match","Exact","810 TURQUOISE ST, SAN DIEGO, CA, 92109","-117.25884,32.80872","195299334","L"
"370804416","1312 LEAF TERRACE, SAN DIEGO, CA, 92114","Match","Exact","1312 LEAF TER, SAN DIEGO, CA, 92114","-117.06418,32.696423","195353115","R"
"374603501","5874 HONORS DRIVE, SAN DIEGO, CA, 92122","Match","Exact","5874 HONORS DR, SAN DIEGO, CA, 92122","-117.221596,32.84889","195302002","L"
"372004864","6881 MEWALL DRIVE, SAN DIEGO, CA, 92119","Match","Exact","6881 MEWALL DR, SAN DIEGO, CA, 92119","-117.00682,32.807648","195326067","R"
"374603392","2996 MISSION VILLAGE DRIVE, SAN DIEGO, CA, 92123","Match","Exact","2996 MISSION VILLAGE DR, SAN DIEGO, CA, 92123","-117.12619,32.79823","195321405","L"
"374603547","8110 TWILIGHT POINT WAY, SAN DIEGO, CA, 92127","No_Match",,,,,
"374601552","11419 WESTONHILL DRIVE, SAN DIEGO, CA, 92126","Match","Exact","11419 WESTONHILL DR, SAN DIEGO, CA, 92126","-117.13561,32.931805","195318234","R"
"374602620","4603 RAINIER AVENUE, SAN DIEGO, CA, 92120","Match","Exact","4603 RAINIER AVE, SAN DIEGO, CA, 92120","-117.09559,32.7898","195322707","R"
"374602935","2996 DARDAINA, SAN DIEGO, CA, 92139","Match","Non_Exact","2996 DARDAINA DR, SAN DIEGO, CA, 92139","-117.05625,32.66727","195353761","R"
